Gene	data1	random_number
group_6972	gene	7803
group_6973	gene	7804
group_6974	gene	7805
group_6975	gene	7806
group_6976	gene	7807
group_6978	gene	7808
group_6979	gene	7809
group_6980	gene	7810
group_6981	gene	7811
group_6983	gene	7812
group_6984	gene	7813
group_6985	gene	7814
group_6986	gene	7815
group_6988	gene	7816
group_6989	gene	7817
group_6990	gene	7818
group_6991	gene	7819
group_6992	gene	7820
group_6993	gene	7821
group_6994	gene	7822
group_6995	gene	7823
group_6996	gene	7824
group_70	gene	7825
group_7007	gene	7826
group_7009	gene	7827
group_701	gene	7828
group_7016	gene	7829
group_7017	gene	7830
livF_2	gene	7831
group_7019	gene	7832
group_702	gene	7833
licA_2	gene	7834
group_7031	gene	7835
group_7032	gene	7836
group_7033	gene	7837
sdhA_1	gene	7838
group_7035	gene	7839
group_7040	gene	7840
group_7043	gene	7841
treP_2	gene	7842
group_7045	gene	7843
group_7047	gene	7844
group_7048	gene	7845
ilvA_1	gene	7846
group_7050	gene	7847
group_7051	gene	7848
group_7053	gene	7849
group_7055	gene	7850
group_7056	gene	7851
group_7057	gene	7852
group_7058	gene	7853
group_7059	gene	7854
group_7060	gene	7855
group_7061	gene	7856
hepA	gene	7857
group_7064	gene	7858
group_7065	gene	7859
group_7074	gene	7860
group_7079	gene	7861
group_7080	gene	7862
group_7091	gene	7863
group_7092	gene	7864
group_7093	gene	7865
group_7094	gene	7866
group_7095	gene	7867
uvrC_1	gene	7868
group_7098	gene	7869
group_7099	gene	7870
group_7100	gene	7871
group_7101	gene	7872
group_7102	gene	7873
ypdF_1	gene	7874
group_7104	gene	7875
group_7105	gene	7876
group_7106	gene	7877
group_7112	gene	7878
group_7114	gene	7879
group_7115	gene	7880
group_7118	gene	7881
group_7126	gene	7882
group_7127	gene	7883
group_7128	gene	7884
group_7129	gene	7885
group_7130	gene	7886
group_7131	gene	7887
group_7149	gene	7888
group_7150	gene	7889
group_7154	gene	7890
group_7155	gene	7891
group_7156	gene	7892
group_716	gene	7893
gmuD_3	gene	7894
group_720	gene	7895
group_7207	gene	7896
group_7208	gene	7897
group_7209	gene	7898
group_7211	gene	7899
group_7212	gene	7900
group_7213	gene	7901
group_7214	gene	7902
group_7215	gene	7903
group_724	gene	7904
group_7245	gene	7905
group_7246	gene	7906
group_725	gene	7907
group_7250	gene	7908
group_7251	gene	7909
group_7252	gene	7910
group_7254	gene	7911
group_7256	gene	7912
group_7258	gene	7913
group_7259	gene	7914
group_726	gene	7915
group_7260	gene	7916
group_7262	gene	7917
group_7263	gene	7918
group_7264	gene	7919
group_7265	gene	7920
group_7266	gene	7921
group_7267	gene	7922
group_7268	gene	7923
group_7269	gene	7924
group_7276	gene	7925
group_73	gene	7926
group_7311	gene	7927
group_7325	gene	7928
group_7326	gene	7929
group_7329	gene	7930
group_7330	gene	7931
group_7331	gene	7932
group_7332	gene	7933
group_7333	gene	7934
group_7339	gene	7935
group_7340	gene	7936
group_7341	gene	7937
group_7342	gene	7938
group_7343	gene	7939
comA	gene	7940
group_7345	gene	7941
group_7347	gene	7942
group_7348	gene	7943
group_7349	gene	7944
group_7350	gene	7945
group_7352	gene	7946
group_7355	gene	7947
group_7356	gene	7948
group_7357	gene	7949
group_7358	gene	7950
group_7359	gene	7951
group_7360	gene	7952
group_7361	gene	7953
group_7362	gene	7954
group_7363	gene	7955
group_7364	gene	7956
group_7366	gene	7957
group_7367	gene	7958
tetO	gene	7959
group_7369	gene	7960
group_737	gene	7961
group_7370	gene	7962
group_7371	gene	7963
group_7372	gene	7964
pre	gene	7965
spo0C_1	gene	7966
group_7375	gene	7967
group_7376	gene	7968
group_7377	gene	7969
group_7378	gene	7970
group_7379	gene	7971
group_7380	gene	7972
group_7381	gene	7973
group_7383	gene	7974
group_7384	gene	7975
group_7385	gene	7976
group_7387	gene	7977
group_7388	gene	7978
xre_1	gene	7979
group_7390	gene	7980
group_7391	gene	7981
group_7392	gene	7982
clpP_1	gene	7983
group_7398	gene	7984
group_7399	gene	7985
group_740	gene	7986
group_7400	gene	7987
group_7402	gene	7988
group_7403	gene	7989
group_7405	gene	7990
group_7406	gene	7991
group_7407	gene	7992
group_7408	gene	7993
group_7409	gene	7994
group_7411	gene	7995
group_7412	gene	7996
group_7413	gene	7997
group_7414	gene	7998
group_7415	gene	7999
group_7416	gene	8000
group_7417	gene	8001
group_7418	gene	8002
group_7419	gene	8003
group_7420	gene	8004
group_7421	gene	8005
group_7422	gene	8006
group_7423	gene	8007
group_7427	gene	8008
group_7428	gene	8009
group_7429	gene	8010
group_7430	gene	8011
group_7433	gene	8012
group_7434	gene	8013
group_7435	gene	8014
group_7436	gene	8015
group_7438	gene	8016
group_7439	gene	8017
group_744	gene	8018
group_7440	gene	8019
group_7441	gene	8020
group_7444	gene	8021
group_7445	gene	8022
group_7446	gene	8023
group_7449	gene	8024
group_745	gene	8025
group_7451	gene	8026
group_7452	gene	8027
tmpC_2	gene	8028
mglC_2	gene	8029
group_7455	gene	8030
group_7456	gene	8031
group_7457	gene	8032
group_7458	gene	8033
group_7459	gene	8034
group_7462	gene	8035
group_7463	gene	8036
group_7465	gene	8037
group_7466	gene	8038
group_7468	gene	8039
group_7469	gene	8040
group_7473	gene	8041
group_7474	gene	8042
immR_2	gene	8043
group_7490	gene	8044
group_7501	gene	8045
group_7502	gene	8046
group_7503	gene	8047
group_7504	gene	8048
group_7505	gene	8049
group_7506	gene	8050
group_7507	gene	8051
group_7508	gene	8052
group_751	gene	8053
group_7517	gene	8054
group_7531	gene	8055
group_7532	gene	8056
group_7533	gene	8057
group_7536	gene	8058
group_7537	gene	8059
group_7538	gene	8060
group_7554	gene	8061
group_7555	gene	8062
group_7556	gene	8063
group_7557	gene	8064
group_7559	gene	8065
group_7560	gene	8066
group_7562	gene	8067
group_7563	gene	8068
group_7564	gene	8069
group_7566	gene	8070
group_7577	gene	8071
group_7578	gene	8072
yvgN_2	gene	8073
group_7582	gene	8074
group_76	gene	8075
group_7604	gene	8076
group_7605	gene	8077
group_7606	gene	8078
group_7607	gene	8079
arcA_2	gene	8080
group_7609	gene	8081
group_7611	gene	8082
group_7612	gene	8083
group_7613	gene	8084
group_7614	gene	8085
group_7615	gene	8086
group_7616	gene	8087
group_7617	gene	8088
group_7618	gene	8089
group_7629	gene	8090
group_7630	gene	8091
group_7631	gene	8092
group_7632	gene	8093
group_7633	gene	8094
group_7634	gene	8095
group_7635	gene	8096
group_7636	gene	8097
group_7659	gene	8098
group_7660	gene	8099
group_7661	gene	8100
group_7662	gene	8101
group_7663	gene	8102
group_7664	gene	8103
group_769	gene	8104
group_7695	gene	8105
group_7696	gene	8106
group_7697	gene	8107
group_7698	gene	8108
trpB_2	gene	8109
group_7700	gene	8110
mnmA_2	gene	8111
group_7705	gene	8112
group_7707	gene	8113
group_7708	gene	8114
group_7709	gene	8115
group_7710	gene	8116
group_7711	gene	8117
group_7712	gene	8118
group_7713	gene	8119
group_7714	gene	8120
group_7715	gene	8121
group_7716	gene	8122
group_7717	gene	8123
group_7718	gene	8124
group_7719	gene	8125
group_7720	gene	8126
group_7721	gene	8127
group_7722	gene	8128
group_7723	gene	8129
group_7724	gene	8130
group_7726	gene	8131
group_7728	gene	8132
group_773	gene	8133
group_7730	gene	8134
group_7732	gene	8135
group_7733	gene	8136
yclM_2	gene	8137
group_7735	gene	8138
asnS_2	gene	8139
group_7737	gene	8140
group_7738	gene	8141
group_7739	gene	8142
group_774	gene	8143
group_7740	gene	8144
group_7747	gene	8145
group_7748	gene	8146
group_7749	gene	8147
group_7750	gene	8148
group_7751	gene	8149
group_7752	gene	8150
group_7753	gene	8151
group_7755	gene	8152
group_7756	gene	8153
group_7757	gene	8154
group_7758	gene	8155
group_7764	gene	8156
group_7765	gene	8157
group_7766	gene	8158
group_7768	gene	8159
group_7769	gene	8160
group_777	gene	8161
group_7770	gene	8162
group_7771	gene	8163
group_7772	gene	8164
group_7774	gene	8165
group_7777	gene	8166
group_778	gene	8167
group_7780	gene	8168
group_7783	gene	8169
group_7785	gene	8170
group_7788	gene	8171
group_7789	gene	8172
group_7793	gene	8173
group_7796	gene	8174
group_7798	gene	8175
group_7799	gene	8176
group_780	gene	8177
group_7800	gene	8178
group_7801	gene	8179
tktA	gene	8180
group_7803	gene	8181
group_7804	gene	8182
group_7805	gene	8183
group_7806	gene	8184
group_7807	gene	8185
group_7808	gene	8186
group_7809	gene	8187
group_7810	gene	8188
group_7811	gene	8189
group_7812	gene	8190
group_7813	gene	8191
group_7814	gene	8192
group_7815	gene	8193
group_7847	gene	8194
group_7851	gene	8195
group_7852	gene	8196
group_7853	gene	8197
group_7854	gene	8198
group_7855	gene	8199
group_7858	gene	8200
group_786	gene	8201
group_7861	gene	8202
group_7862	gene	8203
group_7863	gene	8204
group_7864	gene	8205
group_7865	gene	8206
group_7866	gene	8207
group_7867	gene	8208
group_7868	gene	8209
group_7869	gene	8210
group_7870	gene	8211
group_7871	gene	8212
group_7872	gene	8213
group_7873	gene	8214
pyrH_2	gene	8215
group_7876	gene	8216
group_7877	gene	8217
group_7878	gene	8218
group_7879	gene	8219
group_7880	gene	8220
group_7881	gene	8221
group_7882	gene	8222
group_7883	gene	8223
group_7884	gene	8224
group_7885	gene	8225
group_7886	gene	8226
group_7887	gene	8227
group_7888	gene	8228
iap_1	gene	8229
group_7890	gene	8230
group_7891	gene	8231
topB	gene	8232
group_7893	gene	8233
group_7894	gene	8234
group_7895	gene	8235
group_7896	gene	8236
group_7897	gene	8237
group_7898	gene	8238
group_7899	gene	8239
group_7900	gene	8240
group_7901	gene	8241
group_7902	gene	8242
fba_2	gene	8243
group_7905	gene	8244
group_7906	gene	8245
group_7907	gene	8246
group_7908	gene	8247
group_7909	gene	8248
group_791	gene	8249
group_7910	gene	8250
group_7911	gene	8251
group_7912	gene	8252
group_7913	gene	8253
group_7914	gene	8254
group_7915	gene	8255
metI_2	gene	8256
group_7917	gene	8257
group_7918	gene	8258
group_7919	gene	8259
group_7920	gene	8260
group_7921	gene	8261
group_7922	gene	8262
group_7923	gene	8263
group_7924	gene	8264
group_7925	gene	8265
group_7926	gene	8266
group_7927	gene	8267
group_7929	gene	8268
group_7930	gene	8269
group_7931	gene	8270
group_7932	gene	8271
group_7933	gene	8272
group_7934	gene	8273
group_7935	gene	8274
group_7936	gene	8275
group_7937	gene	8276
group_7938	gene	8277
group_7939	gene	8278
group_7940	gene	8279
group_7941	gene	8280
group_7942	gene	8281
group_7944	gene	8282
group_7946	gene	8283
group_7947	gene	8284
group_7948	gene	8285
group_7949	gene	8286
group_7950	gene	8287
ilvH_2	gene	8288
group_7953	gene	8289
group_7954	gene	8290
group_7955	gene	8291
group_7956	gene	8292
group_7957	gene	8293
group_7958	gene	8294
group_7959	gene	8295
group_7961	gene	8296
group_7962	gene	8297
group_7963	gene	8298
group_7964	gene	8299
group_7965	gene	8300
group_7966	gene	8301
group_7968	gene	8302
group_7969	gene	8303
endA_1	gene	8304
endA_2	gene	8305
lacS	gene	8306
group_7973	gene	8307
uidA	gene	8308
lldR	gene	8309
kdgA_2	gene	8310
uxaC	gene	8311
uxuA	gene	8312
group_7979	gene	8313
group_7980	gene	8314
nag3_1	gene	8315
nag3_2	gene	8316
group_7983	gene	8317
group_7984	gene	8318
group_7985	gene	8319
group_7986	gene	8320
xre_2	gene	8321
group_7988	gene	8322
group_7989	gene	8323
group_7990	gene	8324
group_7992	gene	8325
group_7993	gene	8326
group_7994	gene	8327
group_7995	gene	8328
gatB_2	gene	8329
gatC_3	gene	8330
group_7998	gene	8331
mtnB	gene	8332
group_8000	gene	8333
group_8002	gene	8334
group_8004	gene	8335
group_8006	gene	8336
group_8007	gene	8337
group_8008	gene	8338
group_8010	gene	8339
group_8011	gene	8340
group_8012	gene	8341
group_8013	gene	8342
group_8014	gene	8343
group_8015	gene	8344
group_8016	gene	8345
group_8017	gene	8346
group_8018	gene	8347
group_8019	gene	8348
group_8020	gene	8349
group_8021	gene	8350
group_8022	gene	8351
group_8023	gene	8352
group_8024	gene	8353
group_8025	gene	8354
group_8026	gene	8355
group_8027	gene	8356
group_8028	gene	8357
group_8029	gene	8358
group_8030	gene	8359
group_8032	gene	8360
group_8033	gene	8361
group_8034	gene	8362
group_8035	gene	8363
moeZ_1	gene	8364
group_8037	gene	8365
group_8038	gene	8366
group_8039	gene	8367
group_804	gene	8368
group_8040	gene	8369
group_8041	gene	8370
group_8042	gene	8371
group_8043	gene	8372
group_8044	gene	8373
group_8045	gene	8374
group_8046	gene	8375
group_8047	gene	8376
group_8048	gene	8377
group_8049	gene	8378
group_8050	gene	8379
group_8051	gene	8380
group_8052	gene	8381
group_8053	gene	8382
group_8054	gene	8383
group_8055	gene	8384
group_8056	gene	8385
group_8057	gene	8386
group_8058	gene	8387
group_8059	gene	8388
group_8060	gene	8389
group_8061	gene	8390
group_8062	gene	8391
group_8068	gene	8392
group_8069	gene	8393
group_8087	gene	8394
group_8088	gene	8395
group_8089	gene	8396
group_8090	gene	8397
group_8091	gene	8398
group_8092	gene	8399
group_8093	gene	8400
group_8094	gene	8401
group_8095	gene	8402
group_8096	gene	8403
group_8097	gene	8404
group_8098	gene	8405
group_8099	gene	8406
group_8100	gene	8407
group_8101	gene	8408
group_8102	gene	8409
group_8103	gene	8410
group_8104	gene	8411
group_8105	gene	8412
group_8106	gene	8413
group_8107	gene	8414
group_8108	gene	8415
group_8109	gene	8416
group_8111	gene	8417
group_8112	gene	8418
group_8113	gene	8419
group_8114	gene	8420
group_8115	gene	8421
dinB_1	gene	8422
prtR	gene	8423
group_8118	gene	8424
eccC	gene	8425
group_8120	gene	8426
group_8121	gene	8427
group_8122	gene	8428
group_8123	gene	8429
group_8124	gene	8430
group_8125	gene	8431
group_8126	gene	8432
group_8127	gene	8433
group_8128	gene	8434
group_8129	gene	8435
group_8130	gene	8436
menH_1	gene	8437
group_8132	gene	8438
group_8133	gene	8439
group_8134	gene	8440
group_8135	gene	8441
group_8136	gene	8442
group_8137	gene	8443
group_8138	gene	8444
group_8139	gene	8445
group_8140	gene	8446
group_8141	gene	8447
group_8142	gene	8448
group_8143	gene	8449
group_8144	gene	8450
group_8145	gene	8451
group_8146	gene	8452
group_8147	gene	8453
group_8148	gene	8454
group_8149	gene	8455
group_8150	gene	8456
group_8151	gene	8457
group_8152	gene	8458
group_8153	gene	8459
cysA_1	gene	8460
group_8155	gene	8461
group_8156	gene	8462
group_8157	gene	8463
group_8158	gene	8464
group_8159	gene	8465
group_8160	gene	8466
group_8161	gene	8467
group_8162	gene	8468
bglH_2	gene	8469
group_8164	gene	8470
licR_3	gene	8471
group_8166	gene	8472
group_8167	gene	8473
gatB_1	gene	8474
group_8169	gene	8475
group_8170	gene	8476
hxlB	gene	8477
group_8172	gene	8478
group_8173	gene	8479
group_8174	gene	8480
group_8175	gene	8481
group_8176	gene	8482
group_8177	gene	8483
group_8178	gene	8484
group_8179	gene	8485
group_8180	gene	8486
group_8181	gene	8487
group_8182	gene	8488
group_8183	gene	8489
group_8184	gene	8490
group_8185	gene	8491
group_8186	gene	8492
group_8187	gene	8493
group_8188	gene	8494
group_8189	gene	8495
group_8190	gene	8496
group_8191	gene	8497
group_8192	gene	8498
group_8193	gene	8499
group_8194	gene	8500
group_8195	gene	8501
group_8196	gene	8502
group_8197	gene	8503
group_8198	gene	8504
group_820	gene	8505
group_8200	gene	8506
group_8201	gene	8507
hslR_2	gene	8508
group_8238	gene	8509
group_8240	gene	8510
group_828	gene	8511
group_8295	gene	8512
group_8299	gene	8513
group_830	gene	8514
group_8303	gene	8515
group_8304	gene	8516
group_8305	gene	8517
group_8308	gene	8518
group_8309	gene	8519
group_8312	gene	8520
group_8317	gene	8521
group_8318	gene	8522
group_833	gene	8523
group_8340	gene	8524
group_8367	gene	8525
group_8370	gene	8526
group_84	gene	8527
group_841	gene	8528
group_842	gene	8529
group_843	gene	8530
group_844	gene	8531
rpsB_2	gene	8532
group_845	gene	8533
group_8494	gene	8534
group_85	gene	8535
group_8528	gene	8536
group_853	gene	8537
mrnC_2	gene	8538
group_857	gene	8539
group_8573	gene	8540
group_859	gene	8541
group_86	gene	8542
group_865	gene	8543
group_872	gene	8544
group_875	gene	8545
hsdR_1	gene	8546
group_891	gene	8547
group_893	gene	8548
group_894	gene	8549
group_899	gene	8550
group_9	gene	8551
group_90	gene	8552
group_900	gene	8553
group_901	gene	8554
group_904	gene	8555
group_908	gene	8556
group_910	gene	8557
group_913	gene	8558
group_914	gene	8559
group_916	gene	8560
group_918	gene	8561
group_928	gene	8562
group_932	gene	8563
group_941	gene	8564
group_95	gene	8565
group_953	gene	8566
group_955	gene	8567
group_958	gene	8568
group_959	gene	8569
group_96	gene	8570
ssuB	gene	8571
group_964	gene	8572
group_971	gene	8573
group_976	gene	8574
group_978	gene	8575
group_981	gene	8576
group_982	gene	8577
group_984	gene	8578
group_989	gene	8579
group_990	gene	8580
group_992	gene	8581
group_998	gene	8582
